UNIX TimeStamp,Virtual Price, USDT Balance,DAI Balance,USDC Balance
1626097119,1018005533400623924,692359733728016,306453250969738657884448206,739346951856795
1626019537,1017996350717487127,732471159690766,324116201080072161509479315,725296343159521
1625941276,1017991665363813540,731246237102582,317421140660152452147126331,712085912467455
1625864468,1017985167749656028,730759895636910,320158592994939859978549187,715934903961822
1625786639,1017976794883985979,704739415162906,306170778579541400232770273,754075981460618
1625709499,1017968218193587207,728883061215534,308276617419226104459051643,736312688533797
1625632158,1017959930763394697,741237649878867,299835863141992050252558365,724460043858261
1625554359,1017951615148325825,758771490040730,304787443910755618103569170,749823586185215
1625477086,1017942511805787779,747242130941628,280631078704081794510490330,747083504501373
1625400067,1017935097166631699,743923933325856,292504939837458304816732328,734157658568151
1625322580,1017930503701951577,752896610685894,296119833829465495832181888,733391481862946
1625244338,1017921922240834222,759140050614716,276798158238271930701310717,726783972329941
1625167740,1017910324865937670,751471808195867,266446612486592841006015663,746208698877660
1625089079,1017896325253278572,765783012821197,252373619434059651575547797,734753013223079
1625011913,1017882460628360207,763333228136310,230257022337699753516121555,764261575805159
1624934023,1017863165366118671,786604155147009,283344577075196544907564005,703718317635263
1624856857,1017854841701711873,796402451930264,276936881220072253000522925,711557919988922
1624779427,1017844572455259797,753966674173555,292793551268896478661790559,700500831835191
1624701915,1017836498796485665,749112134578340,295262087689295164970756416,711255161999943
1624624401,1017829306019148468,738473882542419,308791841117261748233986961,734561826195049
1624547296,1017820570830174573,741861130576611,305398432544516530084629402,748652892304738
1624470059,1017808509742428880,744129011299052,304170624807101746137222883,742322285821426
1624391550,1017790725812327829,690440721118716,268062017974034070631921467,671605897695780
1624313898,1017759435762001382,716055778537201,398849090742741243114937054,753842165667886
1624235440,1017713277277336924,738790625539580,333185546746822732322547127,936471124817718
1624158177,1017706183260127656,742325909537276,339980269356136938877605427,943211753224544
1624081286,1017696013874779646,760065384979966,339569295126664449734866413,932873015697696
1624002457,1017683125118887682,769669079427744,350637037011827328290586059,925944501778688
1623926231,1017662511695797666,791832305933257,346722603499675033329256945,924349172787215
1623849284,1017643960656804129,791514102239195,312914551743195342270661256,975181280261703
1623772171,1017627731471066963,777367885119795,285174397730594953721990510,1018835406535392
1623695434,1017609692903100825,724289736763859,310102399896029893295818509,975385050683528
1623617978,1017592438027906795,668070156557236,297356395353983557629212969,979397846204905
1623540439,1017583855480330398,637455246147491,295744108024865477134394946,1008164392607215
1623462833,1017573491225333216,618101916410545,282715775628624662365997623,1038631813466249
1623386116,1017552234403385966,584405491044950,325006514033027650520601747,1019382892267251
1623309647,1017538926610265243,571930897648809,312159867410800087276289610,993877829804535
1623231714,1017521352303697625,610148996202927,300132659905905284432205786,967521436404307
1623155292,1017508645004108714,628762276752564,275171779686112294531507216,923363283274291
1623078273,1017491345532420223,656673985076534,294558472421387982559971090,940069064482597
1623001563,1017478865804634553,596639126384654,296936551358253135599920039,901444516300403
1622924682,1017469034829615469,581731678930581,288834356709344074535670598,887308592640185
1622847048,1017453432207139498,561281255325995,261191130628907263040034025,799572612539999
1622770958,1017432398665346680,589807928206716,242453004122890129678656428,755651813101091
1622693340,1017412139544891893,592144165464912,202395494779040656864669950,688869562475409
1622617043,1017391505706976070,498955831770418,168661774045631650776460296,621229286251705
1622540189,1017369063323260355,490603031551520,141359420983806813737851843,624542269862908
1622462710,1017342122458440259,467219603007110,181352835154072803987971601,624413069077467
1622384666,1017314061787833925,536311535374202,176675609537260357340841806,485980223257332
1622307598,1017217667883039776,339801309389726,184779386888308477225924662,615034522630745
1622230966,1017204825359172580,389529359364309,231479388664330414658820467,767973552833933
1622153863,1017185467285990095,363380304808010,227911288538369671715529441,768798927666028
1622076101,1017114407532444581,245148393301143,242309232512457491514926009,853689651508202
1621998738,1017079527901251954,277037891955240,230999741760267792107820287,806346373559242
1621921561,1017052861851552206,266446802683753,232555198856797659200786013,792606511729264
1621845152,1017015165796446427,330843851471540,209489015183190082741305456,720933355847075
1621768122,1016928048197344404,333228006539197,193715895425659010720645531,783665459354319
1621690825,1016900607421748080,279690428147772,223584612547951669604186337,807485406331647
1621613364,1016859037984927466,221590763460055,273573805107599291296602278,863301138359957
1621535568,1016829330604530179,216116335314845,281800592575465679755992352,839179200765285
1621458339,1016762743191014555,346428577089677,198416807351045227081297171,768669614371297
1621381000,1016627068823148043,429742687851683,479810228464685476555218287,826640775043755
1621303963,1016603984907427270,379043173836907,497730988070249278505826690,800176495116188
1621226725,1016562981570061620,401186171318178,419783938609856482050574475,815032461336529
1621149310,1016522292185013086,333293795240035,488951566423462262458966411,882045186334377
1621073106,1016499453644898936,322392020221387,522907821175915703648987294,899323359971686
1620996222,1016462812623046263,345154082217010,428084308742617415437302684,892364179922454
1620919558,1016423314073087200,380632429007809,325256374544019829878591341,839444842670889
1620842904,1016380325394944032,304958325422950,423753547346353204948726767,801662927996052
1620765331,1016357786105850531,342081429273870,406566401815866413477819861,797558069249432
1620688195,1016333858613990461,336877699663636,432148044468996713215671577,784123867697572
1620612001,1016311213612219237,391235958835901,407507595215769416975759603,763819583439629
1620534761,1016287947767945976,383407288904089,409288697253986259397254294,763372244202579
1620458330,1016263700913751801,373591687342874,421524534425563284031645634,752458423808786
1620381438,1016236535713111588,406708107107741,429727829189113686389411090,679255470022827
1620304148,1016199938126309160,402331696809632,426619555114929518620301923,702300283810808
1620228022,1016176906458511743,453166368483838,424365309427954290911531546,659182801424592
1620150607,1016159291092217126,447618654630848,409221463459813348298359561,660279367905547
1620074546,1016129447256519118,484613957583193,374337470767063238926690130,648503404063983
1619997753,1016104711287805982,469627404096773,364819265972948970399043241,640225802313916
1619920418,1016090393333595292,452706277524589,375047972435604666674862445,623446045468929
1619843553,1016072074081496196,440164188095262,380196864173182816771717198,620067636111032
1619766257,1016054733203575568,478469487958527,354628955150811608930615770,607318484661085
1619690177,1016025422336834862,405815325260353,365809778064672198097138585,627779867414672
1619612391,1016011053684141401,409256546491882,384975620018345121870370989,625618327645905
1619536126,1015988559281625761,399350258416668,386749667244925541257112228,609747591667343
1619459185,1015951718347341746,379557923235688,391521546201280448521013886,597579671429085
1619382774,1015926888983032941,409084128297795,393341170222118151288132579,570599269915428
1619306006,1015912109201884513,393357416818040,393013009576786520479796188,534712596299405
1619229622,1015894698227980003,389768165388224,375233777149999569436062338,510088525375759
1619152644,1015863623048803841,375061860730236,399547746653690107877325498,490936433601605
1619075371,1015834361618403942,343787649612527,403570576076855688296951096,535309565876069
1618998190,1015805750142089116,313397427856018,415195602885708695323878036,532569535853748
1618922221,1015787933039200500,324922713891744,436506432827416711969370439,521569305167774
1604539033,1004066778920768299,70462159903003,27894091957180033037810210,84198853247062
1604462678,1004049561368336741,73787853238903,29820546193917567770723041,88669822720444
1604386133,1004030626629965985,73122955669335,30070544387311587000902599,85893505818722
1604310173,1004009650749374349,71072346998928,28329396576952239274220660,84545827673584
1604233086,1003986051942204857,74923992294093,27605183536865354653375531,81042230195186
1604156679,1003972167948820189,74612556941943,27536744635759703441585891,79029576937006
1604080405,1003965514799011423,73954771961086,28696547218570003821103882,79046059249609
1604003455,1003952097284167986,78893434332127,30061519599623305673764156,81653082582540
1603927155,1003937068329826779,79293734480165,28594672499686776057976849,74255324159346
1603851197,1003903846230277458,74076980526522,27815376910542896397220865,79261874645255
1603775224,1003842116646762887,57233851219195,22284717243025163201761470,63505373334665
1603699024,1003811420729534440,50723967480368,26095159782696588051579149,64638369658660
1603621952,1003758282880885027,61578970006948,30600274428782556650962314,76116335582969
1603545805,1003743461073829100,65571128322977,29264621246030841548510538,74718782483801
1603469310,1003727554310229441,62797639363609,29199937374993141792346510,78551932840839
1603393029,1003692863819475547,64946973784723,30542335287517329880460999,80186286846132
1603316905,1003609053348747078,107526319118411,45367462937057553143386634,134369613011261
1603240232,1003583815439740935,133098702110283,48523363354456892956033749,141645758468252
1603163789,1003563262847780791,133656783962758,51783311445669406366118071,132507400907377
1603087621,1003503622160772284,137218622384359,57354098888204881550861167,136144293517805
1603011645,1003407012722283769,130903698952853,62503563440878437968031407,141770131304147
1602935036,1003301863417874997,124827492308711,66842620823215528203049692,141756775124593
1602858329,1003204651213136408,123792362162943,69803716948521100225839765,139949894194194
